DataSet,Title,Organism,Platform,Series,samples
GDS2712,Yeast response to dessication and subsequent rehydration (I),Saccharomyces cerevisiae,GPL90,GSE1311,21
GDS1431,Olfactory bulbectomy effect on olfactory eptithelium: time course,Mus musculus,GPL81,GSE2437,15
GDS1276,Inflammatory lung injury and mechanical ventilation,Mus musculus,GPL339,GSE2411,24
GDS1422,Parous mammary gland response to N-methyl-N-nitrosourea,Rattus norvegicus,GPL890,GSE2726,4
GDS3604,Tamoxifen effect on endometrioid carcinomas,Homo sapiens,GPL8300,GSE3013,7
GDS1510,Tamoxifen effect on normal endometrial epithelium,Homo sapiens,GPL8300,GSE3013,6
GDS1237,Promyelocytic cell response to Anaplasma phagocytophilum infection,Homo sapiens,GPL570,GSE2600,6
GDS1710,bHLH transcription factor MyoD knockdown effect on myoblast differentiation,Mus musculus...,GPL2677,GSE3014,6
GDS1481,Obesity: preadipocyte expression profile (HG-U133B),Homo sapiens,GPL97,GSE2510,28
GDS1480,Obesity: preadipocyte expression profile (HG-U133A),Homo sapiens,GPL96,GSE2510,28
GDS1400,Cisplatin effect on DNA adenine methyltransferase and mismatch repair mutants,Escherichia coli...,GPL73,GSE2999,24
GDS1423,Lunasin effect on prostate epithelial cells,Homo sapiens,GPL96,GSE2992,4
GDS1398,Coritical neuron response to inhalational anesthetics,Rattus norvegicus,GPL890,GSE2982,12
GDS2667,Embryonic R1 stem cell differentiation in vitro (MG-430B),Mus musculus,GPL340,GSE2972,33
GDS2666,Embryonic R1 stem cell differentiation in vitro (MG-430A),Mus musculus,GPL339,GSE2972,33
GDS1332,Huntington's disease: peripheral blood expression profile (Codelink Uniset 20K),Homo sapiens,GPL1449,GSE1767,31
GDS1488,Intermediate filament protein GFAP transgene overexpression effect on olfactory bulb: time course,Mus musculus,GPL81,GSE977,12
GDS1440,Melanoma cell lines treated with a DNA methylase inhibitor,Homo sapiens,GPL80,GSE1793,6
GDS1228,Heart failure and nitric oxide,Mus musculus,GPL339,GSE1988,7
GDS1214,rnt1 null mutant expression profile,Saccharomyces cerevisiae,GPL90,GSE2683,9
GDS1456,Obesity and type 2 diabetes: role of adipogenic gene expression (Mu11K-B),Mus musculus,GPL76,GSE2952,11
GDS1444,Obesity and type 2 diabetes: role of adipogenic gene expression (Mu11K-A),Mus musculus,GPL75,GSE2952,11
GDS1349,NADPH-cytochrome P450 reductase-loss transgenic models: hepatic expression profiling,Mus musculus,GPL339,GSE2362,9
GDS1707,Aldosterone effect on kidney cortical collecting cell line: time course,Mus musculus,GPL2623,GSE2933,8
GDS1560,Beta-catenin activation effect on skin: time course,Mus musculus,GPL339,GSE1579,16
GDS1399,DNA adenine methyltransferase and mismatch repair mutants,Escherichia coli...,GPL73,GSE2928,12
GDS1374,Stearoyl-CoA desaturase 1 null mutation effect on liver,Mus musculus,GPL32,GSE2926,10
GDS1636,Patulin cytotoxic effect,Saccharomyces cerevisiae,GPL1945,GSE2923,6
GDS1419,Classical Hodgkin's lymphoma: T cell expression profile,Homo sapiens,GPL8300,GSE2657,6
GDS1443,Type 2 diabetes susceptibility: role of hepatic lipogenic capacity,Mus musculus,GPL81,GSE2899,16
GDS2074,Dietary iron-deficiency effect on jejunum (RAE230B),Rattus norvegicus,GPL342,GSE2269,6
GDS2073,Dietary iron-deficiency effect on jejunum (RAE230A),Rattus norvegicus,GPL341,GSE2269,6
GDS1247,Dysferlin deficiency effect on skeletal and cardiac muscles,Mus musculus,GPL81,GSE2507,20
GDS1563,Host response to malaria,Homo sapiens,GPL2614,GSE2900,28
GDS1275,17beta-estradiol and genistein effect on thymus: time course,Mus musculus,GPL339,GSE2889,14
GDS2439,L5 spinal nerve ligation model of neuropathic pain: dorsal root ganglion (RG-U34C),Rattus norvegicus,GPL87,GSE2884,12
GDS2438,L5 spinal nerve ligation model of neuropathic pain: dorsal root ganglion (RG-U34B),Rattus norvegicus,GPL86,GSE2884,12
GDS2437,L5 spinal nerve ligation model of neuropathic pain: dorsal root ganglion (RG-U34A),Rattus norvegicus,GPL85,GSE2884,12
GDS1864,Antiepileptic drugs levetiracetam and phenytoin effect on the brain,Rattus norvegicus,GPL1355,GSE2880,62
GDS1851,Cold and subsequent immobilization stress effect on adrenal medulla,Rattus norvegicus,GPL1355,GSE2875,6
GDS1840,Denervation effect on somatosensory cortex: time course,Rattus norvegicus,GPL341,GSE2874,40
GDS1838,Skeletal muscle synaptic region,Mus musculus,GPL1261,GSE2873,4
GDS1837,c-Raf inhibitor GW5074 anti-apoptotic effect on cerebellar granule neurons: time course,Rattus norvegicus,GPL1355,GSE2872,12
GDS1795,Traumatic brain injury: time course,Rattus norvegicus,GPL85,GSE2871,47
GDS1794,Chronic stress effect on the amygdala and hippocampus,Rattus norvegicus,GPL1355,GSE2870,18
GDS1793,Homeodomain interacting protein kinase 2 dominant-negative form effect on trigeminal ganglion,Mus musculus,GPL1261,GSE2869,8
GDS1759,Retinas under a light-dark cycle and in constant dim light: time course,Rattus norvegicus,GPL85,GSE2868,16
GDS1756,CAG repeat knock-in model of spinocerebellar ataxia type 1 progression,Mus musculus,GPL339,GSE2867,20
GDS1745,Succinate semialdehyde dehydrogenase deficiency effect on the brain,Mus musculus,GPL81,GSE2866,18
GDS1690,Notch receptors and Delta ligand interaction effect,Drosophila melanogaster,GPL1322,GSE2863,24
GDS2462,Microbioreactor-grown cells,Saccharomyces cerevisiae,GPL90,GSE2605,4
GDS1235,Pediatric acute lymphoblastic leukemia subtypes,Homo sapiens,GPL2011,GSE2604,36
GDS1212,Tumor necrosis factor effect in the absence of NF-kappaB activity: time course,Homo sapiens,GPL8300,GSE2624,32
GDS1583,Embryonic kidney: ureteric bud and metanephric mesenchyme (MOE430 2.0),Mus musculus,GPL1261,GSE1983,6
GDS1582,Embryonic kidney: ureteric bud and metanephric mesenchyme (RG-U34C),Rattus norvegicus,GPL87,GSE1983,4
GDS1581,Embryonic kidney: ureteric bud and metanephric mesenchyme (RG-U34B),Rattus norvegicus,GPL86,GSE1983,4
GDS1572,Embryonic kidney: ureteric bud and metanephric mesenchyme (RG-U34A),Rattus norvegicus,GPL85,GSE1983,4
GDS1344,Papillary renal cell carcinoma classification,Homo sapiens,GPL570,GSE2748,34
GDS1324,T-cell acute lymphoblastic leukemia with CALM-AF10 fusion,Homo sapiens,GPL96,GSE2117,23
GDS1287,Bone mineral density and circulating monocytes,Homo sapiens,GPL96,GSE2208,19
GDS1264,Left ventricular hypertrophy in spontaneously hypertensive model: time course,Rattus norvegicus,GPL85,GSE2116,23
GDS1209,Sarcoma and hypoxia,Homo sapiens,GPL96,GSE2719,54
GDS2114,Auxin response transcription factor ARF6 and ARF8 mutations effect on flower development,Arabidopsis thaliana,GPL198,GSE2848,12
GDS1597,Coronary artery atherosclerosis,Homo sapiens,GPL1790,GSE2143,51
GDS1408,Auxin response factors ARF6 and ARF8,Arabidopsis thaliana,GPL198,GSE2847,7
GDS1274,Vitamin A deficiency effect on liver,Rattus norvegicus,GPL85,GSE1600,14
GDS2258,Cardiac left ventricular hypertrophy model,Mus musculus,GPL81,GSE2459,15
GDS1379,Hypoxia response,Caenorhabditis elegans,GPL2569,GSE2836,9
GDS1421,Regular exercise effect on heart,Rattus norvegicus,GPL1355,GSE2690,12
GDS1908,Hydrogen peroxide response: time course,Rhodobacter sphaeroides...,GPL162,GSE2829,15
GDS1394,D-penicillamine-induced autoimmunity model of idiosyncratic drug reactions,Rattus norvegicus,GPL341,GSE2825,12
GDS1346,Bruton's tyrosine kinase mutant models of X-linked agammaglobulinemia,Mus musculus,GPL81,GSE2826,6
GDS1904,Various wild-type tissues: glycogene expression profile,Mus musculus...,GPL1981,GSE2781,27
GDS2481,Juvenile hormone III effect on males and females: time course,Ips pini,GPL575,GSE1483,32
GDS1396,Multipotent neural progenitor cells,Rattus norvegicus,GPL85,GSE2499,20
GDS1906,Ovarian germ line stem cell differentiation and reversion: time course,Drosophila melanogaster,GPL72,GSE2784,6
GDS1905,Ovarian germ line stem cells expanded by Dpp overexpression and bam mutation,Drosophila melanogaster,GPL72,GSE2783,9
GDS1302,"2,3,7,8-tetrachlorodibenzo-p-dioxin effect on cardiovascular development",Mus musculus,GPL81,GSE2812,20
GDS1427,c-Myb and oncogenic variant v-Myb transcriptional activities,Homo sapiens,GPL570,GSE2816,6
GDS1384,c-Myb and its oncogenic variant v-Myb,Homo sapiens,GPL96,GSE2815,8
GDS2248,Hereditary pulmonary arterial hypertension model: lung,Mus musculus,GPL339,GSE2773,5
GDS1226,White adipose tissue remodeling: role of peroxisome proliferator-activated receptor alpha,Mus musculus,GPL81,GSE2131,8
GDS1225,White adipose tissue remodeling: response to β3-adrenergic receptor activation,Mus musculus,GPL81,GSE2130,4
GDS2244,Melanoma cell line response to E2F-1 overexpression and doxorubicin treatment,Homo sapiens,GPL96,GSE2715,6
GDS1451,Toxicants effect on liver: pooled and individual sample comparison,Rattus norvegicus,GPL85,GSE2303,94
GDS2368,Preadipocytes from anatomically separate fat depots (HG-U133B),Homo sapiens,GPL97,GSE1657,18
GDS2366,Preadipocytes from anatomically separate fat depots (HG-U133A),Homo sapiens,GPL96,GSE1657,24
GDS1531,Chito-oligomer effect on seedlings,Arabidopsis thaliana,GPL198,GSE2538,9
GDS1429,Various anti-cancer drugs effect on liver: time course and dose-response,Rattus norvegicus,GPL1820,GSE2409,69
GDS1343,Forelimb and hindlimb embryonic autopod comparison (MG-430B),Mus musculus,GPL340,GSE2560,6
GDS1342,Forelimb and hindlimb embryonic autopod comparison (MG-430A),Mus musculus,GPL339,GSE2560,6
GDS1329,Molecular apocrine breast tumors,Homo sapiens,GPL96,GSE1561,49
GDS1220,Malignant pleural mesothelioma,Homo sapiens,GPL96,GSE2549,54
GDS1219,Insulin receptor substrate inactivation effect on brown preadipocytes,Mus musculus,GPL81,GSE2556,28
GDS1477,Transcription factor FoxM1 inactivation effect on breast cancer cell,Homo sapiens,GPL96,GSE2222,9
GDS1450,Hypoxia effect on seedlings,Arabidopsis thaliana,GPL198,GSE2218,4
GDS1373,Peroxisome proliferator-activated receptor subtype activation effect on liver cell,Homo sapiens,GPL96,GSE2699,12
GDS1211,mTert overexpression,Mus musculus,GPL339,GSE2684,4
GDS2241,Trophoblast cell lines,Homo sapiens,GPL96,GSE2531,8
GDS1236,Huntingtin exon 1 protein overexpression,Rattus norvegicus,GPL85,GSE2602,8
GDS1974,Keratinocyte response to GLI1 and GLI2 induction: time course,Homo sapiens,GPL1260,GSE1434,32
GDS1253,Pituitary adenoma subtypes,Homo sapiens,GPL96,GSE2175,5
GDS1210,Gastric cancer,Homo sapiens,GPL80,GSE2685,30
GDS2664,Peripheral nerve injury effect on dorsal root ganglion: time course,Rattus norvegicus,GPL85,GSE2636,20
GDS1796,Prostacylin receptor agonist and indomethacin effect on interleukin-1 beta activated synovial fibroblasts,Mus musculus,GPL339,GSE2676,4
GDS1231,Hematopoietic stem cell and progenitor cell comparison (HG-U133B),Homo sapiens,GPL97,GSE2666,18
GDS1230,Hematopoietic stem cell and progenitor cell comparison (HG-U133A),Homo sapiens,GPL96,GSE2666,18
GDS1215,Acute myeloblastic leukemia cells response to all trans retinoic acid and valproic acid,Homo sapiens,GPL96,GSE2668,4
GDS1637,Oncogene-induced sensescence in vitro model,Homo sapiens,GPL96,GSE2487,10
GDS1316,GATA-1 variant role in Down syndrome megakaryocytic leukemias,Mus musculus,GPL1261,GSE2433,10
GDS1559,Permanent atrial fibrillation (HG-U133B),Homo sapiens,GPL97,GSE2240,35
GDS1557,Atrial and ventricular myocardium comparison (HG-U133B),Homo sapiens,GPL97,GSE2240,25
GDS1543,Tumor necrosis factor effect on microvascular endothelial cells,Homo sapiens,GPL96,GSE2638,6
GDS1542,Tumor necrosis factor effect on macrovascular umbilical vein endothelial cells,Homo sapiens,GPL96,GSE2639,8
GDS1248,Telomere dysfunction effect on male germ cells,Mus musculus,GPL81,GSE2498,8
GDS1232,Liver X receptor alpha increase effect on livers of LDLR knockouts fed a high-cholesterol high-fat diet,Mus musculus,GPL339,GSE2644,8
GDS1263,Dukes B colon cancer recurrence,Homo sapiens,GPL2006,GSE2630,16
GDS1638,Ikaros mutant thymic tumors,Mus musculus,GPL81,GSE2501,10
GDS1491,Calcineurin overexpression effect on astrocytes,Rattus norvegicus,GPL85,GSE1978,23
GDS1472,Transcription factor Spotted-dick knockdown,Drosophila melanogaster,GPL1322,GSE2623,6
GDS1245,GATA-1 knockdown effect on megakaryocytes,Mus musculus,GPL1261,GSE2527,6
GDS1234,Fibroblast growth factor receptor 3 K650E mutation for type II thanatophoric dysplasia,Rattus norvegicus,GPL85,GSE2606,8
GDS1233,Dysferlin deficiency effect on proximal and distal muscles,Mus musculus,GPL81,GSE2629,12
GDS1300,Hyperlipidemic model of adaptive immunity in aorta during atherogenesis,Mus musculus,GPL1261,GSE2372,6
GDS1238,Spinal cord contusion,Rattus norvegicus,GPL85,GSE2599,6
GDS1222,Mammary tumorigenesis in MMTV-neu model,Mus musculus,GPL81,GSE2528,14
GDS1513,Neonatal brains from X-monosomic females,Mus musculus,GPL81,GSE1606,10
GDS1453,Camptothecin effect on renal epithelial cell line and HIV transduction,Homo sapiens,GPL96,GSE2451,4
GDS1325,Telomerase reverse transcriptase overexpression effect on CD4+ lymphocytes,Homo sapiens,GPL96,GSE2230,4
GDS1204,Lung cancer cell line response to motexafin gadolinium: time course,Homo sapiens,GPL96,GSE2189,18
GDS1363,N-methyl-N-nitrosourea-induced breast cancer model,Rattus norvegicus,GPL341,GSE1872,35
GDS2274,Transcription factor Aire deficiency effect on medullary thymic epithelial cells,Mus musculus,GPL81,GSE2585,8
GDS2243,Denervated skeletal muscle response to reinnervation,Rattus norvegicus,GPL341,GSE2566,6
GDS1655,Medullary thymic epithelial cells,Mus musculus,GPL81,GSE2585,8
GDS1243,Neuroblastoma differentiation induced by retinoic acid: time course,Mus musculus,GPL1964,GSE2570,38
GDS1389,"1alpha,25-dihydroxyvitamin D3 suppressive effect on IFN-gamma activated macrophages",Mus musculus,GPL339,GSE2421,8
GDS1633,Osteoblast differentiation (MG-U74C),Mus musculus,GPL83,GSE2332,13
GDS1632,Osteoblast differentiation (MG-U74B),Mus musculus,GPL82,GSE2332,13
GDS1631,Osteoblast differentiation (MG-U74A),Mus musculus,GPL81,GSE2332,18
GDS1299,Genotoxic stress,Saccharomyces cerevisiae,GPL90,GSE2224,24
GDS1205,Ssl1 mutant for a subunit of TFIIH response to methyl methanesulfonate,Saccharomyces cerevisiae,GPL90,GSE2343,12
GDS1221,Chronic myelogenous leukemia response to imatinib,Homo sapiens,GPL8300,GSE2535,28
GDS1409,cAMP/protein kinaseA effect on cell-cycle regulation: timecourse,Mus musculus,GPL339,GSE2413,26
GDS2945,Islet amyloid polypeptide effect on pancreatic cell line: time course and dose response,Mus musculus,GPL339,GSE2253,20
GDS1616,Akt kinase constitutive activation effect on embryonic stem cells,Mus musculus,GPL81,GSE2516,4
GDS1646,HIV-1 burden effect on mononuclear cell response to co-infection with Neisseria gonorrhoeae,Homo sapiens,GPL571,GSE2505,11
GDS1397,T cells infected with an HIV-based vector,Homo sapiens,GPL96,GSE2504,9
GDS1288,Mesenchymal precursor cells derived from embryonic stem cells,Homo sapiens,GPL96,GSE2248,6
GDS1289,TNFalpha effect on epidermal keratinocytes in the presence of NF-kappa B inhibitor: time course,Homo sapiens,GPL8300,GSE2489,16
GDS1250,Atypical ductal hyperplasia and breast cancer,Homo sapiens,GPL96,GSE2429,8
GDS1095,Hematopoeitic stem cells of various types,Homo sapiens,GPL8300,GSE1493,6
GDS1094,Estrogen receptor alpha/beta heterodimer action in response to estrogen and tamoxifen,Homo sapiens,GPL201,GSE2292,45
GDS2028,Thymocytes of the NOD background response to activation by a mimotope peptide,Mus musculus,GPL81,GSE2128,16
GDS1532,Alternative oxidase anti-sense silencing effect on leaves,Arabidopsis thaliana,GPL198,GSE2406,4
GDS1258,Sickle cell plasma effect on pulmonary artery endothelial cells (HG-U133B),Homo sapiens,GPL97,GSE1849,32
GDS1257,Sickle cell plasma effect on pulmonary artery endothelial cells (HG-U133A),Homo sapiens,GPL96,GSE1849,33
GDS1096,Normal tissues of various types,Homo sapiens,GPL96,GSE2361,36
GDS2018,Hypoxia-inducible factors-1 and -2 overexpression effect on embryonic kidney cells,Homo sapiens,GPL1528,GSE2020,10
GDS2014,Ulcerative colitis,Homo sapiens,GPL96,GSE2461,8
GDS1369,Autophagy effect on the MHC class II antigenic peptide repertoire,Homo sapiens,GPL570,GSE2435,6
GDS1319,Lineage-specific regulatory network specified by PAL-1,Caenorhabditis elegans,GPL200,GSE2180,123
GDS1109,Blastocyst response to various MAPK pathway inhibitors (MOE430 2.0),Mus musculus,GPL1261,GSE2229,8
GDS1108,Blastocyst response to various MAPK pathway inhibitors (MOE430B),Mus musculus,GPL340,GSE2229,4
GDS1107,Blastocyst response to various MAPK pathway inhibitors (MOE430A),Mus musculus,GPL339,GSE2229,4
GDS1106,Anti-sigma factor ChrR deletion mutant expression profile,Rhodobacter sphaeroides...,GPL162,GSE2219,2
GDS1760,Telomerase reverse transcriptase immortalizing effect on fibroblasts and endothelial cells: time-course,Homo sapiens,GPL1530,GSE1900,12
GDS1850,Carious pulpal tissue,Homo sapiens,GPL96,GSE1629,4
GDS1849,Intestine-adapted bacterial symbiont response to polysaccharide and simple sugar diets,Bacteroides thetaiotaomicron...,GPL1821,GSE2231,42
GDS200,Contextual fear conditioning paradigm,Mus musculus,GPL81,GSE1782,64
GDS1630,Immortalized endothelial cell line response to atorvastatin,Homo sapiens,GPL96,GSE2450,16
GDS1852,siRNA knockdown and transcriptional response to DNA damage,Homo sapiens,GPL201,GSE1676,30
GDS1113,CD4+ T cells expressing transcription factor Foxp3 and various amounts of CD25,Mus musculus,GPL1261,GSE2389,4
GDS1301,Cardiovascular response to chronic voluntary exercise,Rattus norvegicus,GPL85,GSE2418,6
GDS1110,Patched heterozygous model of medulloblastoma,Mus musculus,GPL81,GSE2426,14
GDS1251,Acute hypotension effect on kidneys,Rattus norvegicus,GPL341,GSE2401,9
GDS1099,Carbon source quality effect on gene expression,Escherichia coli...,GPL199,GSE2037,15
GDS2851,Brain trauma model: time course (RG-U34A),Rattus norvegicus,GPL85,GSE2392,39
GDS2850,Brain trauma model: time course (MG-U74A),Mus musculus,GPL81,GSE2392,22
GDS2143,Cystic fibrosis patients with mild and severe lung disease: nasal respiratory epithelium (HG-U133B),Homo sapiens,GPL97,GSE2395,20
GDS2142,Cystic fibrosis patients with mild and severe lung disease: nasal respiratory epithelium (HG-U133A),Homo sapiens,GPL96,GSE2395,19
GDS1352,Neuromuscular junction,Mus musculus,GPL81,GSE2394,4
GDS1112,Glaucomatous astrocytes from the optic nerve head,Homo sapiens,GPL8300,GSE2378,13
GDS1350,SIR2 knockout effect on virulence gene family silencing and activation,Plasmodium falciparum,GPL1892,GSE2369,4
GDS1241,Ventilator-induced lung injury (rat),Rattus norvegicus,GPL85,GSE2368,4
GDS1240,Ventilator-induced lung injury (mouse),Mus musculus,GPL81,GSE2368,4
GDS1068,Wing imaginal disc proneural cluster cells of the peripheral nervous system,Drosophila melanogaster,GPL72,GSE2359,6
GDS2005,Lymphotoxin-beta receptor signaling inhibition effect on lymph nodes: time course (MG-430B),Mus musculus,GPL340,GSE2124,18
GDS2004,Lymphotoxin-beta receptor signaling inhibition effect on lymph nodes: time course (MG-430A),Mus musculus,GPL339,GSE2124,18
GDS1600,Follicular dendritic cell enriched splenocytes (MG U74C),Mus musculus,GPL83,GSE2123,5
GDS1599,Follicular dendritic cell enriched splenocytes (MG U74B),Mus musculus,GPL82,GSE2123,4
GDS1585,Follicular dendritic cell enriched splenocytes (MG U74A),Mus musculus,GPL81,GSE2123,5
GDS1798,CBF3 and ABF3 overexpressing transgenic leaves tolerative response to drought,Oryza sativa,GPL1829,GSE2211,12
GDS1478,Intestinal epithelial cell response to probiotic Escherichia coli strain Nissle 1917,Homo sapiens,GPL96,GSE2232,4
GDS1701,Endothelial progenitor cells in fetal liver,Mus musculus,GPL8321,GSE1727,6
GDS1315,Immune response to suppressive vs. stimulatory immunomodulators,Mus musculus,GPL1261,GSE2197,6
GDS1074,AML1-ETO fusion protein effect on CD34+ hematopoietic cells,Homo sapiens,GPL8300,GSE2049,4
GDS2003,Msn2/4 role in metabolic remodeling during short-term anaerobiosis: time course,Saccharomyces cerevisiae,GPL1535,GSE1879,30
GDS2002,Metabolic state-dependent stress response to short-term anaerobiosis: time course,Saccharomyces cerevisiae,GPL1535,GSE1879,30
GDS1855,Four-amino analog of tetrahydrobiopterin effect on cardiac allografts,Mus musculus,GPL339,GSE1809,6
GDS1447,Bronchial epithelial cell response to vanadium and zinc,Homo sapiens,GPL96,GSE2111,12
GDS1452,Mammary gland response to retinoic X receptor ligand: pooled and individual sample comparison,Rattus norvegicus,GPL341,GSE2331,56
GDS1348,Cigarette smoke effect on bronchial epithelial cells: time course,Homo sapiens,GPL1872,GSE2302,18
GDS1339,T cell anergy induction regulation by Egr-2 and Egr-3 (MG-U74C),Mus musculus,GPL83,GSE2323,5
GDS1338,T cell anergy induction regulation by Egr-2 and Egr-3 (MG-U74B),Mus musculus,GPL82,GSE2323,5
GDS1336,T cell anergy induction regulation by Egr-2 and Egr-3 (MG-U74A),Mus musculus,GPL81,GSE2323,5
GDS1072,Platelet derived growth factor effect in the presence of Src family kinase inhibitors (MOE430A),Mus musculus,GPL339,GSE2196,8
GDS1071,Platelet derived growth factor effect in the presence of Src family kinase inhibitors (MG-U74A),Mus musculus,GPL81,GSE2196,9
GDS1088,Normal tissues of diverse types (SHDP),Homo sapiens,GPL1826,GSE2193,11
GDS1085,Normal tissues of diverse types (SHBW),Homo sapiens,GPL1823,GSE2193,35
GDS1062,Squamous cell carcinoma of the oral cavity with lymph node metastasis,Homo sapiens,GPL96,GSE2280,27
GDS1328,Asthma model of prostaglandin E receptor EP3 effect on allergic inflammation,Mus musculus,GPL81,GSE2276,9
GDS1083,"Brain, heart, and lung expression profiles of individuals from different natural populations",Fundulus heteroclitus,GPL1224,GSE2293,108
GDS2240,Ileocecal epithelial cell line response to Cryptosporidium parvum infection: time course,Homo sapiens,GPL8300,GSE2077,18
GDS1327,Lens epithelial and lens cortical fiber cell comparison,Homo sapiens,GPL96,GSE2256,6
GDS2234,Skeletal muscle response to endurance exercise training,Homo sapiens,GPL1412,GSE1718,6
GDS1382,mRNA translation and dehydration stress,Arabidopsis thaliana,GPL198,GSE2268,4
GDS1294,Spinal cord injury effect on supraspinal tracts: time course (RG-U34C),Rattus norvegicus,GPL87,GSE2270,80
GDS1293,Spinal cord injury effect on supraspinal tracts: time course (RG-U34B),Rattus norvegicus,GPL86,GSE2270,81
GDS1292,Spinal cord injury effect on supraspinal tracts: time course (RG-U34A),Rattus norvegicus,GPL85,GSE2270,83
GDS1326,Breast cancer cells reexpressing estrogen receptor alpha response to 17beta-estradiol,Homo sapiens,GPL96,GSE2251,12
GDS1056,Type 1 diabetes model response to cyclophosphamide: time course,Mus musculus,GPL81,GSE2254,18
GDS1067,Plasma cell dyscrasias,Homo sapiens,GPL96,GSE2113,52
GDS1057,Structural bone autograft and allograft comparison,Mus musculus,GPL339,GSE2249,2
GDS1080,Manganese superoxide dismutase deficiency effect on hearts,Mus musculus,GPL1261,GSE2236,4
GDS1254,SOCS3 inactivation effect on embryonic stem cells,Mus musculus,GPL1261,GSE2202,4
GDS1084,Homeobox Dlx1/2 mutations effect on embryonic telencephalon,Mus musculus,GPL1261,GSE2161,8
GDS2066,MicroRNA miR319a overexpression effect on the leaf,Arabidopsis thaliana,GPL198,GSE2081,4
GDS2065,MicroRNA miR164b and miR172a overexpression effect on vegetative apex,Arabidopsis thaliana,GPL198,GSE2080,6
GDS2064,MicroRNA miR156b and miR164b overexpression effect on floral apex,Arabidopsis thaliana,GPL198,GSE2079,6
GDS2063,MicroRNA miR159a overexpression effect on flower,Arabidopsis thaliana,GPL198,GSE2078,6
GDS1385,Hepatocellular carcinoma induced by choline-deficient L-amino acid-defined diet,Rattus norvegicus,GPL1331,GSE1946,15
GDS1858,Various miRNA transfections: time course,Homo sapiens,GPL1749,GSE2075,14
GDS1763,Cell culture model of extra-embryonic endoderm,Mus musculus,GPL81,GSE2204,4
GDS1298,Fibroblast adipogenesis induced by EBF-1 and PPARgamma2 overexpression: time course,Mus musculus,GPL81,GSE2192,53
GDS1059,Acute myeloid leukemia response to chemotherapy,Homo sapiens,GPL8300,GSE2191,58
GDS1058,Uterus response to 17beta-estradiol: time course,Mus musculus,GPL81,GSE2195,42
GDS1533,Type 1 diabetes mellitus progression model,Mus musculus,GPL81,GSE1623,8
GDS1064,Acute myeloid leukemia subclasses,Homo sapiens,GPL96,GSE1729,43
GDS1055,Iron deficiency effect on duodenum: time course (RAE230B),Rattus norvegicus,GPL342,GSE1892,30
GDS1054,Iron deficiency effect on duodenum: time course (RAE230A),Rattus norvegicus,GPL341,GSE1892,30
GDS1449,HIV-1 infection effect on peripheral blood mononuclear cells,Homo sapiens,GPL201,GSE2171,87
GDS1065,Mitochondrial encephalomyopathies associated with mitochondrial DNA mutations,Homo sapiens,GPL96,GSE1462,15
GDS1116,Genetic variation in gene expression among parents and progenies (dye-swap),Saccharomyces cerevisiae,GPL118,GSE1990,131
GDS1115,Genetic variation in gene expression among parents and progenies,Saccharomyces cerevisiae,GPL118,GSE1990,131
GDS1076,Corticospinal motor neuron development,Mus musculus,GPL339,GSE2039,19
GDS1028,Severe acute respiratory syndrome expression profile,Homo sapiens,GPL201,GSE1739,14
GDS1063,Primary effusion lymphomas and associated viral infections,Homo sapiens,GPL96,GSE2149,21
GDS1448,Anoxia and sucrose effect on seedlings,Arabidopsis thaliana,GPL198,GSE2133,6
GDS1261,GH/IGF-1 signaling disruption and caloric restriction additive effect,Mus musculus,GPL81,GSE1093,31
GDS1079,Age effect on myoblast progenitors,Mus musculus,GPL81,GSE273,4
GDS520,Hippocampal aging and cognitive impairment,Rattus norvegicus,GPL85,GSE854,29
GDS2006,Thioredoxin interacting protein mutant model of hepatocellular carcinoma,Mus musculus,GPL339,GSE2127,15
GDS1862,Adrenalectomized mice skeletal muscle response to cortisol: time course (MG-U74A),Mus musculus,GPL81,GSE2121,4
GDS1051,Valproic acid effect on theca cells (HG-U133B),Homo sapiens,GPL97,GSE1615,13
GDS1050,Valproic acid effect on theca cells (HG-U133A),Homo sapiens,GPL96,GSE1615,13
GDS1049,Terminal heart failure model,Rattus norvegicus,GPL85,GSE1557,4
GDS1853,Intramedullary nail and internal plate fixation treated diaphyseal femoral fractures: time course,Rattus norvegicus,GPL85,GSE1685,19
GDS1565,Thymocyte response to anti-T cell receptor antibody stimulation,Mus musculus,GPL81,GSE1448,8
GDS1285,Macrophage response to lipopolysaccharide and CstF-64 overexpression,Mus musculus,GPL339,GSE2002,9
GDS1078,E2F-1 overexpression effect on melanoma cells,Homo sapiens,GPL8300,GSE1562,4
GDS1053,Growth hormone receptor mutants,Mus musculus,GPL81,GSE988,12
GDS2037,Anesthesia and fear conditioning effect on amygdala,Rattus norvegicus,GPL341,GSE1779,29
GDS1791,Wilms' tumor,Homo sapiens,GPL96,GSE1158,4
GDS1335,Juvenile hormone III effect on anterior midgut: time course,Ips pini,GPL551,GSE940,24
GDS1295,Lethal congenital contracture syndrome,Homo sapiens,GPL96,GSE1481,5
GDS995,Vitamin E deficiency effect on distal colon,Rattus norvegicus,GPL155,GSE1063,10
GDS1512,Embryonal carcinoma cell line response to retinoic acid or trichostatin A,Mus musculus,GPL81,GSE1437,9
GDS1036,Microglial cell response to interferon-gamma: time course,Homo sapiens,GPL96,GSE1432,24
GDS1357,Muscle response to low frequency electrical stimulation: time course,Mus musculus,GPL1345,GSE1564,6
